name hindex
"Animesh Jain" 2
"Arun Raghavan" 9
"Athanasios Chatzidimitriou" 4
"Babak Zamirai" 2
"Barry P. Rand" 42
"Ben Lee" 23
"Berkin Ilbeyi" 2
"Bo Yuan" 10
"Brandon Lucia" 15
"Cagri Balkesen" 7
"Caiwen Ding" 3
"Carmen G. Almudever" 5
"Chang-Hong Hsu" 6
"Chanyoung Oh" 2
"Chao Wang" 26
"Chen Zou" 1
"Chita R. Das" 49
"Christopher Batten" 17
"Christopher Torng" 3
"Daniel J. Sorin" 37
"Daniel Lustig" 9
"Daniel Wong" 7
"Daphne I. Gorman" 0
"David A. Wood" 58
"David Lo" 39
"David Nellans" 18
"Dennis Sylvester" 71
"Devashree Tripathy" 2
"Diana Franklin" 13
"Dimin Niu" 13
"Dimitrios Skarlatos" 1
"Dimitris Gizopoulos" 28
"Divya Mahajan" 6
"Dmitry Ponomarev" 22
"Eiman Ebrahimi" 13
"Elvira Teran" 2
"Eric Chung" 18
"Eric Sedlar" 22
"Evgeny Bolotin" 12
"Felix Heide" 12
"Gabriel Falcao" 13
"Geng Yuan" 2
"George Papadimitriou" 1
"Georgios Giannikis" 5
"Gerard O'Leary" 0
"Gilles Pokam" 18
"Guangyu Sun" 24
"Gunjae Koo" 3
"Hadi Esmailzadeh" 18
"Haibo Zhang" 2
"Hanjun Kim" 10
"Hardik Sharma" 3
"Hoda Naghibijouybari" 2
"Imran Ashraf" 4
"Isaac Gelado" 13
"Ivan Tanasic" 2
"Jack Sampson" 17
"James Hoe" 37
"Jangwoo Kim" 11
"Jason Mars" 22
"Jayneel Gandhi" 8
"Jeremie S. Kim" 4
"Jian Tang" 33
"John Kloosterman" 1
"Jonathan Assouline" 2
"Jongse Park" 9
"Joon Kyung Kim" 2
"Joonmoo Huh" 2
"Jorge Albericio" 8
"Jose Renau" 21
"Kaisheng Ma" 9
"Karu Sankaralingam" 32
"Kenneth R. Brown" 24
"Khaled N. Khasawneh" 2
"Kim Hazelwood" 25
"Kiran Kumar Matam" 6
"Koen Bertels" 26
"Krishna T. Malladi" 3
"Kyle Mandli" 7
"Lei Yu" 16
"Leonardo DiCarlo" 32
"Lingjia Tang" 19
"Manolis Kaliorakis" 5
"Margaret Martonosi" 65
"Martha A. Kim" 13
"Matthew Guthaus" 14
"Md E. Haque" 6
"Mehmet Esat Belviranli" 5
"Michael Laurenzano" 17
"Michael Taylor" 28
"Milos Prvulovic" 25
"Mingoo Seok" 23
"Minsoo Rhu" 8
"Nachiappan Chidambaram Nachiappan" 7
"Nacho Navarro" 25
"Nadathur Satish" 26
"Nael Abu-Ghazaleh" 31
"Natalie Enright Jerger" 19
"Ning Liu" 6
"Opeoluwa Matthews" 2
"Oreste Villa" 22
"Orhan Kislal" 2
"Parker Hill" 2
"Pedro Tomas" 7
"Phillip Gibbons" 67
"Prasanna Venkatesh Rengasamy" 3
"Prashant J. Nair" 10
"Prathmesh Kallurkar" 2
"Qinru Qiu" 23
"Raguram Damodaran" 7
"Rajeev Balasubramonian" 37
"Rami Sheikh" 4
"Ravi Iyer" 35
"Ravi Rajwar" 19
"Reza Yazdani" 1
"Roman Genov" 23
"Ruby B. Lee" 45
"Sameh Elnikety" 25
"Sandeep R. Agrawal" 2
"Satish Kumar Tirukkovalluri" 1
"Scott Mahlke" 63
"Shidhartha Das" 14
"Shreesha Srinath" 5
"Shruti Padmanabha" 5
"Shuang Song" 3
"Shuangchen Li" 9
"Shulin Zhao" 2
"Shunning Jiang" 2
"Simone Campanoni" 12
"Siyu Liao" 1
"Stefanos Kaxiras" 27
"Stephen Keckler" 49
"Swamit S. Tannu" 1
"Thu D. Nguyen" 31
"Todd C. Mowry" 44
"Tony Nowatzki" 10
"Trevor E. Carlson" 12
"Vance Miller" 0
"Venkatanathan Varadarajan" 6
"Venkatraman Govindaraju" 7
"Vijay Janapa Reddi" 21
"Vijaykrishnan Narayanan" 72
"Vivienne Sze" 21
"Wenfeng Zhao" 5
"William Dally" 86
"Xiang Fu" 2
"Xiangyao Yu" 12
"Xiaolong Ma" 2
"Xue Lin" 18
"Yanzhi Wang" 26
"Yashwant Marathe" 1
"Yongpan Liu" 18
"Youngmin Yi" 12
"Youngsok Kim" 4
"Yu Bai" 3
"Yuanwei Fang" 3
"Zecheng He" 0
"Zhaoxia Deng" 2
"Zhe Li" 5
"Alejandro Martinez" 10
"Alejandro Rico" 8
"Aleksandar Ilic" 9
"Almadena Chtchelkanova" 10
"Andrey Rodchenko" 1
"Andy Nisbet" 12
"Antoniu Pop" 11
"Bjoern Franke" 17
"Bruno Bodin" 5
"Christos Kotselidis" 9
"David Lowenthal" 26
"Eric Van Hensbergen" 21
"Estela Suarez" 6
"Fabrizio Petrini" 35
"Francois Guimbretiere" 29
"Frederico Pratas" 7
"Harry Wagstaff" 3
"Hyoukjun Kwon" 1
"Izzat El Hajj" 5
"Jaewon Lee" 4
"Jiajun Wang" 1
"Juan Gómez-Luna" 8
"Kanishka Lahiri" 24
"Katherine Isaacs" 8
"Kirshanthan Sundararajah" 2
"Kristof Du Bois" 5
"Leonel Sousa" 34
"Li-Wen Chang" 11
"Mark Stephenson" 10
"Rajit Manohar" 30
"Saumay Dublish" 1
"Simon Garcia de Gonzalo" 3
"Siva Kumar Sastry Hari" 14
"Stephan Diestelhorst" 11
"Suzanne Rivoire" 11
"Tayyar Rzayev" 1
"Thomas B. Jablin" 11
"Timothy Tsai" 18
"Tom Spink" 2
"Valentina Salapura" 24
"Valerie Taylor" 26
"Victor Garcia-Flores" 2
"Vince Weaver" 13
"Wen-Mei Hwu" 66
"Xiaosong Ma" 28
"Xinnian Zheng" 2
"Yipeng Wang" 2
"Amer Diwan" 29
"Amr El Abbadi" 68
"Andres Lagar Cavilla" 16
"Baochun Li" 72
"Divyakant Agrawal" 74
"Dániel Géhberger" 2
"Ethan L. Miller" 46
"Henry Xu" 18
"Hitesh Ballani" 21
"Hong Xu" 20
"Irene Finocci" 26
"Kaustubh Joshi" 19
"Lalith Suresh" 8
"Lianjie Cao" 2
"Mark Goldstein" 1
"Michael Kaufmann" 2
"Mohammad Noormohammadpour" 1
"Mohammad Shahrad" 2
"Muhammad Tirmazi" 0
"Muli Ben-Yehuda" 25
"Nesime Tatbul" 27
"Peter Alvaro" 13
"Peter Fischer" 15
"Puneet Sharma" 42
"Purushottam Kulkarni" 20
"Péter Mátray" 9
"Qiang Cao" 6
"Ragunathan Rajkumar" 35
"Sahil Suneja" 5
"Sandeep D'souza" 1
"Sarana Nutanong" 13
"Scott Rixner" 30
"Sindhu Ghanta" 4
"Srikanth Kandula" 38
"Sriram Rao" 18
"Steffen Smolka" 3
"Stephen Fink" 32
"Supreeth Shastri" 3
"Swaminathan Sundararaman" 13
"Tanuj Mittal" 3
"Tanvi Ranjan" 1
"Thomas Pasquier" 10
"Vaibhav Arora" 4
"Victor Bahl" 74
"Vinay Saxena" 1
"Xueyuan Han" 1
"Aditya Singh Rathore" 1
"Adrian Sampson" 11
"Aftab Hussain" 1
"Akash Kumar" 21
"Ali Jose Mashtizadeh" 10
"Alvin R. Lebeck" 36
"Ana Klimovic" 3
"Andrew Chi" 2
"Angela Demke Brown" 16
"Anthony Carno" 2
"Ao Ren" 4
"Ardalan Amiri" 7
"Austin Rovinski" 1
"Ben Laurie" 19
"Brooks Davis" 7
"Cao Gao" 2
"Caroline Trippel" 2
"Changhee Jung" 10
"Channoh Kim" 2
"Chen Song" 6
"Chi Zhou" 16
"Cynthia Sturton" 5
"Danfeng Zhang" 8
"David Brooks" 45
"David Chisnall" 9
"David G. Andersen" 51
"David Terei" 6
"Dongyoon Lee" 8
"Dooyoung Kim" 11
"Gu-Yeon Wei" 37
"Guangpu Li" 27
"Guilherme Cox" 3
"Guoqing Harry Xu" 21
"Gwangsun Kim" 7
"Hailong Yang" 12
"Haopeng Liu" 2
"Haris Volos" 13
"Heiner Litz" 9
"Henk Corporaal" 35
"Henrique Malvar" 53
"Irina Calciu" 6
"Ismail Akturk" 5
"Jacob Nelson" 8
"Jade Alglave" 16
"Jaehyeok Kim" 1
"Jagadish Kotra" 3
"Jared Roesch" 3
"Jason Jong Kyu Park" 3
"Jerry Ajay" 3
"Ji Li" 6
"Jianfei Chen" 5
"Jihye Seo" 1
"Jinchun Kim" 3
"Jing Pu" 4
"Johann Hauswald" 3
"John Carter" 38
"John Criswell" 9
"John Vilk" 2
"Jonathan Woodruff" 6
"Jun Zhu" 28
"Kai Wang" 4
"Kaiwei Li" 3
"Keval Vora" 3
"Laith Sakka" 1
"Lawton Nichols" 1
"Lena E. Olson" 3
"Mahesh Balakrishnan" 21
"Marc Shapiro" 34
"Marcos K. Auguilera" 36
"Mark D. Hill" 71
"Mark Horowitz" 110
"Martha Kim" 17
"Mengxing Liu" 1
"Michael Carbin" 14
"Ming Wu" 16
"Mingyu Gao" 3
"Minyi Guo" 32
"Moein Khazraee" 3
"Namho Kim" 1
"Narges Shahidi" 2
"Natalie Stanley" 2
"Neha Agarwal" 5
"Nima Elyasi" 1
"Olatunji Ruwase" 6
"Quan Chen" 10
"Ram Srivatsa Kannan" 3
"Robert N. M. Waston" 20
"Sam Likun Xi" 4
"Sanketh Nalli" 3
"Seth H. Pugsley" 8
"Shachar Raindel" 3
"Simon W. Moore" 24
"Sudhanva Gurumurthi" 26
"Sungmin Kim" 14
"Svilen Kanev" 7
"Swapnil Haria" 1
"Victor W. Lee" 20
"Vincent Legout" 5
"Weifeng Liu" 7
"Wenyao Xu" 17
"Wilson Hsieh" 28
"Wook-hee Kim" 3
"Woongki Baek" 7
"Xuechen Zhang" 10
"Yiping Kang" 1
"Yongjun Park" 7
"Young H. Oh" 3
"Yungang Bao" 11
"Yuxin Bai" 4
"Zeshan A. Chishti" 19
"Zhiqiang Zuo" 20
"Ahmed Hussein" 4
"Ali B. Hashemi" 12
"Andrea Arpaci-Dusseau" 50
"Arnamoy Bhattacharyya" 3
"Cristiana Amza" 24
"Debadatta Mishra" 5
"Galen Hunt" 43
"Hann Huang" 4
"John Goodacre" 8
"John Mawer" 3
"Juan Fumero" 6
"Leo Arulraj" 2
"Malgorzata Gosia Steinder" 27
"Michel Steuwer" 8
"Naila Farooqui" 5
"Paolo Bonzini" 8
"Stefan Marr" 8
"Tony Hosking" 26
"Xianhua Liu" 22
"Yueqiang Cheng" 7
"Zachary J. Estrada" 4
"Aaron Harlap" 1
"Akhilesh Chaganti" 1
"Ali Kheradmand" 2
"Amar Phanishayee" 11
"Amy Ousterhout" 2
"Amy Tai" 1
"Anees Shaikh" 36
"Ang Chen" 5
"Ankur Dave" 7
"Anran Wang" 3
"Antoine Kaufmann" 4
"Ashish Kapoor" 28
"Ashutosh Dhekne" 3
"Azzam Alsudais" 0
"Brent Chun" 1
"Changho Hwang" 1
"Chunming Qiao" 68
"Cole Schlesinger" 6
"Dahlia Malkhi" 46
"Daniel Crankshaw" 4
"Daniel Firestone" 1
"Daniel S. Berger" 3
"Dave Maltz" 54
"David Wetherall" 72
"Deepak Ganesan" 36
"Deepak Vasisht" 5
"Devavrat Shah" 55
"Dina Katabi" 55
"Donghwi Kim" 2
"Eric Keller" 21
"Frank Wang" 7
"Gregory R. Ganger" 65
"Guilio Zhou" 2
"Hang Guan" 6
"Hari Balakrishnan" 103
"Ignacio Cano" 3
"Jaehyeong Ha" 1
"Jean-Baptiste Jeannin" 7
"Jianshu Chen" 17
"John Wilkes" 48
"Jonathan Perry" 5
"Jongho Won" 4
"Joseph E. Gonzalez" 4
"Joshua R. Smith" 46
"Junchen Jiang" 12
"Juncheng Gu" 4
"Kevin Hsieh" 6
"Krishna Chintalapudi" 24
"Li Chen" 6
"Lin Zhong" 45
"Luigi Rizzo" 27
"Mahanth Gowda" 6
"Matthai Philipose" 35
"Michael Waidner" 56
"Mohit Tawarmalani" 20
"Muhammad Asim Jamshed" 5
"Natacha Crooks" 3
"Nathan Bronson" 17
"Naveen Kr. Sharma" 8
"Omid Abari" 8
"Omid Alipourfard" 3
"Peter Bodik" 20
"Ramachandran Ramjee" 44
"Rodrigo Fonseca" 32
"Romil Bhardwaj" 1
"Romit Roy Choudhury" 41
"Sanjay G. Rao" 25
"Sanjeev Kumar" 22
"Sharad Agarwal" 26
"Sheng Shen" 2
"Sudipta N. Sinha" 27
"Syed Akbar Mehdi" 3
"Teng Wei" 5
"Udi Wieder" 22
"Vamsi Talla" 8
"Varun Arora" 9
"Vikram Iyer" 2
"Vinod Vaikuntanathan" 40
"Wenchao Zhou" 16
"Wenting Zheng" 4
"Xiaohe Hu" 3
"Xinxin Jin" 5
"Yang Wu" 3
"Yiyang Chang" 4
"YoungGyoun Moon" 3
"Younghwan Go" 6
"Youngmoon Lee" 1
"Zerina Kapetanovic" 2
"Aishwarya Ganesan" 2
"Alex Conway" 1
"An-I Andy Wang" 17
"Bikash Sharma" 8
"Bradley Kuszmaul" 25
"Danny Harnik" 17
"David H.C. Du" 12
"Edgar Zamora" 1
"Eno Thereska" 20
"Erez Zadok" 40
"Erik Riedel" 28
"Fabiano Botelho" 9
"Francisco Perez-Sorrosal" 6
"Garth Gibson" 62
"Geoff Kuenning" 12
"Hang Liu" 4
"Henry Nelson" 9
"Hwanju Kim" 12
"Hyukjoong Kim" 3
"Jim Dowling" 17
"Jinkyu Jeong" 10
"Josep Sampé" 3
"Jun Yuan" 5
"Keith A. Smith" 16
"Lanyue Lu" 8
"Mahmoud Ismail" 2
"Marc Sánchez-Artigas" 16
"Matias Bjørling" 6
"Matthieu Morel" 7
"Michael Philippsen" 25
"Ming Chen" 5
"Ohad Shacham" 9
"Pedro García-López" 17
"Philippe Bonnet" 22
"Raju Rangaswami" 20
"Ramnatthan Alagappan" 3
"Raúl Gracia-Tinedo" 8
"Salman Niazi" 4
"Sangwook Kim" 6
"Seif Haridi" 35
"Shiqin Yan" 3
"Sudipta Sengupta" 40
"Suman Nath" 41
"Thanumalayan Sankaranarayana Pillai" 6
"Theodore M. Wong" 16
"Vasily Tarasov" 10
"Weiping He" 8
"William Jannen" 4
"Yang Zhan" 3
"Yizheng Jiao" 37
"Zili Shao" 24
"Alba Cristina Magalhaes Alves de Melo" 14
"Albert Y. Zomaya" 56
"Alberto Miranda" 3
"Alessandro Pellegrini" 11
"Alexandru Costan" 15
"Ali R. Butt" 24
"Amer Abdelhalim" 5
"Amrita Dhakal Ghimire" 0
"An Huynh" 4
"Anand D. Sarwate" 16
"Andrew J. Younge" 13
"Anna Queralt" 12
"Ashish Tapdiya" 2
"Balazs Nemeth" 1
"Bangtian Liu" 1
"Bin Dong" 8
"Bogdan Nicolae" 14
"Bora Ucar" 19
"Boyana Norris" 23
"Chris Carothers" 26
"Christian Hundt" 7
"Christine Klymko" 8
"Christopher Carothers" 26
"Daeyoun Kang" 0
"Daeyoung Kim" 28
"Daniel Fabbri" 6
"Daniele Lezzi" 12
"Dave Pugmire" 13
"David Pugmire" 13
"David Rohr" 58
"Debojyoti Ghosh" 5
"Deukyeon Hwang" 2
"Dohyeun Kim" 9
"Domenico Talia" 40
"Emil Constantinescu" 19
"Engin Arslan" 6
"Eric Suchyta" 25
"Estanislao Mercadal" 3
"Florin Isaila" 14
"Florin Pop" 20
"Forrest Hoffman" 34
"Francesco Quaglia" 23
"Gabrielle Dawn Allen" 28
"George Ostrouchov" 18
"George Teodoro" 16
"Glenn K. Lockwood" 7
"Greg Eisenhauer" 28
"Hank Childs" 19
"Harald Servat" 10
"Hisham A. Kholidy" 8
"Houjun Tang" 3
"Hui Wang" 3
"Hyeonsang Eom" 15
"Hyuck Han" 12
"Hyungsoo Jung" 10
"Jaehwan Lee" 9
"Janine C. Bennett" 12
"Jelena Pjesivac-Grbovic" 13
"Jens Breitbart" 8
"Jens Gustedt" 15
"Jeremy Logan" 10
"Jesus Carretero" 23
"Jialin Liu" 8
"Jie Wu" 82
"Jik-Soo Kim" 10
"Jitendra Kumar" 10
"Joel Saltz" 63
"Johannes Langguth" 6
"Jon Woodring" 15
"Jonathan Marti" 4
"Jong Youl Choi" 16
"Jongmoo Choi" 23
"JorJi Nonaka" 7
"Jun Kong" 24
"Jun Shirako" 17
"Kai Wu" 0
"Kalyana Chadalavada" 4
"Kavitha Chandrasekar" 5
"Kenneth Kent" 12
"Kevin Huck" 11
"Kevin Pedretti" 20
"Kiran Sasikumar" 5
"Kristin Potter" 14
"Kun Tang" 2
"Kurt Ferreira" 19
"Kwan-Liu Ma" 65
"Larry Kaplan" 10
"Leigh Orf" 8
"Leonardo Bautista Gomez" 9
"Lipeng Wan" 3
"Marco Aldinucci" 25
"Mark Ainsworth" 36
"Martin Quinson" 17
"Maryam Mehri Dehnavi" 7
"María S. Pérez" 17
"Masahiro Nakao" 6
"Massimo Torquati" 17
"Matt Martineau" 3
"Matthew Wolf" 23
"Mauro Ianni" 2
"Melissa Romanus" 5
"Michael Kuhn" 10
"Michael Papka" 26
"Min Si" 4
"Miquel Pericàs" 11
"Misbah Mubarak" 8
"Mohamed Wahib" 8
"Moohyeon Nam" 0
"Norbert Podhorszki" 28
"Omer Subasi" 6
"Orcun Yildiz" 4
"Pablo Mininni" 39
"Panagiotis Patros" 2
"Patrick Bridges" 23
"Paul Kelly" 29
"Paul Rich" 7
"Peng Sun" 3
"Pierre Matri" 1
"Pierre-Louis Guhur" 0
"Pilar Gonzalez-Ferez" 4
"Qing Liu" 36
"Rafael Ferreira Da Silva" 14
"Ramon Nou" 9
"Raul Sirvent" 10
"Renan Fischer E Silva" 2
"Richard Mills" 15
"Robert Sisneros" 6
"Roland Haas" 50
"Rong Ge" 17
"Sarat Sreepathi" 6
"Saurabh Gupta" 7
"Scott Levy" 5
"Shaomeng Li" 2
"Sherif Abdelwahed" 23
"Simon Mcintosh-Smith" 12
"Simon Pickartz" 5
"Soonwook Hwang" 10
"Stefan Lankes" 12
"Stefano Iannucci" 5
"Stratos Dimopoulos" 2
"Subramanian Sankaranarayanan" 24
"Sudhanshu Sane" 1
"Sudharshan S. Vazhkudai" 23
"Suren Byna" 21
"Ta Nguyen Binh Duong" 9
"Tae Joon Jun" 1
"Tahsin Reza" 3
"Tao Lu" 1
"Tasuku Hiraishi" 6
"Thomas Ludwig" 21
"Thomas Peterka" 25
"Tom Cornebize" 1
"Tom Haber" 10
"Toni Cortes" 23
"Travis Johnston" 5
"Tyler Fox" 0
"Unnikrishnan Cheramangalath" 1
"Varun Chandola" 17
"Venkatram Vishwanath" 19
"Vicente Adolfo Bolea Sanchez" 0
"Vivek Pallipuram" 6
"Volker Lindenstruth" 88
"Volodymyr Kindratenko" 20
"William Godoy" 5
"William Hargrove" 34
"Wim Lamotte" 13
"Xinyu Chen" 7
"Xizhou Feng" 18
"Xuanhua Shi" 17
"Xubin He" 23
"Yang Li" 4
"Yevhen Alforov" 3
"Yingchao Huang" 0
"Yonggang Wen" 33
"Yuan Xue" 27
"Yuping Fan" 1
"Zahir Tari" 31
"Zhen Jiang" 14
"Zhiling Lan" 27
"Abdelkamel Tari" 7
"Ala Al-Fuqaha" 16
"Alan Mickelson" 24
"Ali Akoglu" 12
"Amir Nakib" 14
"Anna Kobusinska" 6
"Anshuman Verma" 1
"Apoorv Gupta" 1
"Ari Rasch" 1
"Aryabartta Sahu" 1
"Basheer Qolomany" 1
"Batyrkhan Omarov" 5
"Benjamín Bustos" 23
"Benoît Garbinato" 20
"Berk Celik" 5
"Bertil Chapuis" 1
"Biplab Saha" 0
"Bo Wan" 25
"Chase Wu" 21
"Chris North" 46
"Christian Trott" 11
"Christoph Lindemann" 27
"Cihan Tunc" 7
"Cristóbal A. Navarro" 4
"Dakai Zhu" 25
"Dan Feng" 32
"David Carrera" 23
"Dharanipragada Janakiram" 18
"Driss Benhaddou" 12
"El-Ghazali Talbi" 47
"Eric Renault" 10
"Fei Gu" 2
"Feiyi Wang" 21
"Ferad Zyulkyarov" 7
"Flavia Delicato" 20
"Gheorghe Mogan" 5
"Hamid Reza Faragardi" 8
"Hanxu Hou" 6
"Hossein Fotouhi" 9
"Huadong Ma" 37
"Hugo Meyer" 3
"Huwida Said" 8
"Hyun-Wook Jin" 20
"Ivan B. Djordjevic" 43
"James She" 18
"Javier Aracil" 29
"Jianqiang Zeng" 5
"Jinshu Su" 20
"John Morrison" 16
"Jong-Kook Kim" 15
"Jordà Polo" 6
"Junnan Li" 0
"Kanika Sood" 2
"Ke Liu" 7
"Laurence T Yang" 45
"Lei Ju" 12
"Li Ruan" 7
"M.Reza Hoseinyfarahabady" 9
"Maciej Stasiak" 20
"Madhu Mutyam" 15
"Maode Ma" 29
"Massimo Marchiori" 42
"Matthew Fontaine" 1
"Meikang Qiu" 35
"Michael Haidl" 4
"Ming Cheung" 4
"Mingwei Yang" 2
"Mohsen Amini Salehi" 9
"Nancy Hitschfeld" 14
"Nedaa Al Barghuthi" 6
"Nicola Cadenelli" 0
"Nong Xiao" 19
"Periklis Andritsos" 15
"Peter K. Jimack" 23
"Praveen Alapati" 0
"Rahim Rahmani" 6
"Rakesh Pandey" 0
"Rami Melhem" 54
"Ravi Nanjundiah" 18
"Ravindran Balaraman" 22
"Rehana Begam" 1
"Renyu Yang" 7
"Ricky Kwok" 44
"Sajal Dash" 0
"Salim Hariri" 30
"Sandeep Madireddy" 2
"Sathish Vadhiyar" 18
"Sergei Gorlatch" 28
"Sergio Lopez-Buedo" 15
"Shuaiwen Song" 17
"Slawomir Hanczewski" 10
"Songkuk Kim" 6
"Srinivasan Ramesh" 0
"Sudheer Chunduri" 4
"Sudsanguan Ngamsuriyaroj" 6
"Sushanta Karmakar" 10
"Thomas Nolte" 28
"Tim Mattson" 25
"Timothy Hansen" 5
"Tony Maciejewski" 39
"Veera Muangsin" 4
"Venkat Durvasulu" 0
"Vinaychandran Pn" 29
"Wei Zhang" 11
"Weiqi Dai" 5
"Xi Li" 11
"Xianlan Chen" 14
"Xiaolong Cui" 2
"Xueqi Li" 3
"Yandong Wang" 12
"Yongxin Zhu" 16
"Yufei Ren" 5
"Yuhui Deng" 13
"Yunchun Li" 5
"Zhengguo Chen" 1
"Zhihui Du" 43
"Zhonghai Zhang" 33
"Zhuan Chen" 4
"Akshat Verma" 25
"Alejandro Buchmann" 43
"Alexander Frömmgen" 4
"Alysson Bessani" 23
"Amr Rizk" 10
"Amy Murphy" 31
"Antonio Rodrigues" 2
"Arpan Gujarati" 3
"Ashraf Mahgoub" 2
"Barry Porter" 11
"Ben Mokhtar Sonia" 20
"Bettina Kemme" 30
"Björn B. Brandenburg" 22
"Boris Koldehofe" 22
"Boutet Antoine" 9
"Carsten Binnig" 17
"Christine Julien" 21
"David R. Matos" 1
"Diego Lugones" 7
"Felber Pascal" 43
"Flavio Junqueira" 27
"Folker Meyer" 53
"Francois Taiani" 16
"Gordon Blair" 56
"Hans-Arno Jacobsen" 42
"He Wang" 15
"Heng Zhang" 0
"Ioana Giurgiu" 7
"Jan Rellermeyer" 10
"Jeff Rasley" 3
"Jeremy Andrus" 8
"Jordi Arjona Aroca" 7
"Kaiwen Zhang" 7
"Kevin Huguenin" 14
"Kurt Rothermel" 50
"Laurent Reveillere" 16
"Lei Jiao" 10
"Luwei Cheng" 6
"Masoud Saeida Ardekani" 7
"Max Weller" 11
"Miguel Correia" 28
"Miguel Pardal" 5
"Mohammad Sadoghi" 14
"Muhammad Adnan Tariq" 11
"Nalini Venkatasubramanian" 35
"Naser AlDuaij" 1
"Pasin Marcelo" 12
"Patrick Eugster" 31
"Paul Wood" 3
"Paulo Ferreira" 22
"Pires Rafael" 5
"Rajesh Panta" 13
"Ralf Steinmetz" 53
"Ramya Raghavendra" 15
"Rayman Preet Singh" 7
"Rodrigo Bruno" 3
"Ruben Mayer" 5
"Sachandhan Ganesh" 0
"Saurabh Bagchi" 38
"Schiavoni Valerio" 8
"Somali Chaterji" 8
"Subrata Mitra" 6
"Tony Suo" 1
"Travis Harrison" 19
"Umakishore Ramachandran" 31
"Vinod Muthusamy" 19
"Wolfgang Gerlach" 11
"Xavier Defago" 27
"Yong Zhao" 2
"Adam Manzanares" 15
"Antony Rowstron" 48
"Ashlie Martinez" 5
"Atish Kathpal" 2
"Austin Donnelly" 19
"Carlos Maltzahn" 22
"Christina R Strong" 10
"Cyril Guyot" 9
"Ennan Zhai" 10
"Ethan C. Ahn" 9
"Euiseong Seo" 14
"He Xiao" 19
"Hugh Williams" 35
"Hwansoo Han" 14
"Ivo Jimenez" 3
"Jaegyu Lee" 8
"Jaeho Kim" 6
"Jayashree Mohan" 1
"Jivko Sinapov" 16
"Jooyoung Hwang" 31
"Junghee Lee" 8
"Jungsik Choi Sungkyunkwan" 2
"Kai Mast" 1
"Kanchan Joshi" 0
"Luis Remis" 0
"Mai Zheng" 7
"Mansour Shafaei" 4
"Matthew Halpern" 5
"Michael A. Sevilla" 3
"Nathanael Cheriere" 2
"Noah Watkins" 5
"Om Rameshwar Gatla" 0
"Peter Stone" 67
"Priya Sehgal" 8
"Santiago Gonzalez" 2
"Sergey Legtchenko" 4
"Sung-hun Kim" 2
"Suparna Bhattacharya" 14
"Tianyin Xu" 15
"Youjip Won" 19
"Youngjae Kim" 19
"Yu-Sheng Chen" 2
"Abhinav Agrawal" 1
"Ahmed E. Helal" 2
"Amrita Mazumdar" 2
"Bagus Wibowo" 0
"Bahar Asgari" 2
"Burhan Ahmad Mudassar" 1
"Carl Friedrich Bolz-Tereick" 12
"Crefeda Faviola Rodrigues" 0
"David C. Wong" 15
"Dennis Abts" 17
"Drew Hilton" 7
"Ganesh Gopalakrishnan" 36
"German Ceballos" 1
"Graham Riley" 15
"Hosam Fathy" 30
"Hosein Mohammadi Makrani" 1
"Houman Homayoun" 18
"Ian Briggs" 3
"Iyswarya Narayanan" 6
"Jieming Yin" 3
"Johnathan Alsop" 3
"Kaixi Hou" 6
"Leiming Yu" 4
"Lizhong Chen" 10
"Maria Malik" 7
"Matthew D. Sinclair" 5
"Michela Becchi" 21
"Neftali Watkinson" 0
"Norm Rubin" 14
"Pingqiang Zhou" 10
"Rui Hou" 0
"Saibal Mukhopadhyay" 40
"Sarita V. Adve" 57
"Seongbeom Kim" 8
"Sheng Li" 12
"Teruo Tanimoto" 2
"Trevor E. Carlsson" 12
"Vignyan Reddy" 2
"Visvesh Sathe" 14
"Wenwen Wang" 2
"Xiaodong Yu" 4
"Yifan Sun" 7
"Zhi Chen" 7
"Adam Dziedzic" 2
"Aditya Parameswaran" 26
"Ahmed Elmagarmid" 61
"Akon Dey" 3
"Alan Fekete" 36
"Alexander Rasin" 11
"Alkis Simitsis" 35
"Anastasia Ailamaki" 50
"Andrew Pavlo" 16
"Andrey Gubichev" 8
"Anhai Doan" 51
"Anil Shanbhag" 3
"Anthony Tomasic" 30
"Arka Bhattacharyya" 7
"Badrish Chandramouli" 18
"Bahareh Sadat Arab" 3
"Barzan Mozafari" 16
"Bernharde Radke" 0
"Bill Howe" 26
"Boris Glavic" 13
"Brandon Myers" 6
"Carlo Curino" 29
"Chaoran Wang" 1
"Christian Garcia-Arellano" 8
"Daisy Zhe Wang" 11
"Danica Porobic" 4
"Daniel Deutch" 13
"Daniel Halperin" 13
"Daniel J. Abadi" 33
"Daniel Zilio" 12
"David Maier" 59
"Deepak Narayanan" 3
"Dominik Moritz" 5
"Dong Deng" 11
"Dylan Hutchinson" 3
"Edward Xue" 5
"Eli Upfal" 50
"Emanuel Zgraggen" 4
"Eugene Wu" 19
"Fatma Ozcan" 22
"Fotis Psallidas" 3
"Gerhard Weikum" 81
"Gianmaria Silvello" 11
"Guy Lohman" 46
"Haibin Lin" 1
"Hamid Pirahesh" 41
"Hideaki Kimura" 10
"Holger Pirk" 10
"Hugo Jehle" 1
"Ihab Ilyas" 31
"Ippokratis Pandis" 20
"Jennifer Ortiz" 4
"Jignesh M. Patel" 50
"Jose Blakeley" 25
